timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success,target_obj,goal_err_mm,aux_check,pour_peak_tilt_deg,pour_lip_err_mm,pour_start_lip_err_mm,pour_lip_height_mm
2026-09-12T03:50:59,10,transfer,fr5_ag95,True,59.23,257,True,4.36,,0.5089;0.2089,0.5295;0.3642,True,0.00,0.3584;-0.3620,True,True,True,beaker,14.6,,59.67,20.7,28.8,78.0
2026-09-12T03:53:24,11,transfer,fr5_ag95,True,61.04,567,True,5.33,,0.4470;0.1377,0.4960;0.3186,True,0.00,0.3562;-0.3424,True,True,True,beaker,9.8,,61.00,23.7,28.4,64.6
2026-09-12T03:55:40,12,transfer,fr5_ag95,True,120.24,473,True,4.18,,0.5070;0.1363,0.5196;0.2819,True,0.00,0.3460;-0.3654,True,True,True,beaker,15.9,,59.45,17.7,18.6,65.2
2026-09-12T03:59:01,13,transfer,fr5_ag95,True,58.57,311,True,5.28,,0.5014;0.1250,0.5323;0.3103,True,0.00,0.3556;-0.3393,True,True,True,beaker,12.1,,43.63,5.9,40.5,124.8
2026-09-12T04:01:48,14,transfer,fr5_ag95,True,121.15,540,True,4.98,,0.5162;0.1964,0.4911;0.3563,True,0.00,0.3542;-0.3614,True,True,True,beaker,12.2,,52.56,20.7,26.6,107.0
2026-09-12T04:05:08,15,transfer,fr5_ag95,True,59.55,368,True,4.03,,0.5119;0.1593,0.5314;0.3598,True,0.00,0.3559;-0.3468,True,True,True,beaker,6.7,,59.25,26.7,35.2,74.5
2026-09-12T04:07:36,16,transfer,fr5_ag95,True,125.57,381,True,3.10,,0.5274;0.2102,0.5030;0.3775,True,0.00,0.3549;-0.3412,True,True,True,beaker,10.1,,59.62,6.9,19.6,62.3
2026-09-12T04:11:03,17,transfer,fr5_ag95,False,182.70,0,False,,plan_no_satisfying,0.4828;0.1859,0.4354;0.3071,False,,,False,False,False,,,,,,,
2026-09-12T04:14:47,18,transfer,fr5_ag95,True,63.62,548,True,2.40,,0.5044;0.1824,0.4461;0.3130,True,0.00,0.3384;-0.3413,True,True,True,beaker,14.5,,57.59,4.5,8.8,69.1
2026-09-12T04:17:08,19,transfer,fr5_ag95,True,64.49,367,True,6.64,,0.5181;0.1786,0.5255;0.3745,True,0.00,0.3454;-0.3563,True,True,True,beaker,7.8,,44.80,14.8,42.5,135.7
2026-09-12T04:19:34,20,transfer,fr5_ag95,True,60.46,188,True,2.26,,0.4499;0.2234,0.4787;0.3457,True,0.00,0.3579;-0.3400,True,True,True,beaker,12.8,,46.89,14.3,19.6,162.0
2026-09-12T04:22:02,21,transfer,fr5_ag95,True,68.01,603,True,3.72,,0.4823;0.1360,0.5014;0.3014,True,0.00,0.3621;-0.3371,True,True,True,beaker,17.7,,58.55,23.1,60.6,73.9
2026-09-12T04:24:31,22,transfer,fr5_ag95,True,59.12,304,True,3.15,,0.5251;0.2085,0.4894;0.3424,True,0.00,0.3575;-0.3582,True,True,True,beaker,11.1,,54.48,18.5,39.8,157.5
2026-09-12T04:26:58,23,transfer,fr5_ag95,True,58.63,551,True,6.15,,0.4602;0.1466,0.4809;0.3232,True,0.00,0.3415;-0.3332,True,True,True,beaker,18.9,,55.76,12.3,46.8,77.8
2026-09-12T04:29:15,24,transfer,fr5_ag95,True,64.56,543,True,9.80,,0.5274;0.1334,0.5159;0.3529,True,0.00,0.3399;-0.3420,True,True,True,beaker,12.9,,41.63,72.2,73.5,162.7
2026-09-12T04:31:52,25,transfer,fr5_ag95,True,66.68,358,True,1.67,,0.5391;0.2034,0.4564;0.3583,True,0.00,0.3571;-0.3578,True,True,True,beaker,10.5,,58.73,11.2,49.5,69.3
2026-09-12T04:34:13,26,transfer,fr5_ag95,True,59.31,354,True,4.27,,0.5034;0.1417,0.4514;0.3323,True,0.00,0.3561;-0.3383,True,True,True,beaker,13.2,,2.58,41.6,42.7,191.7
2026-09-12T04:36:58,27,transfer,fr5_ag95,True,68.92,491,True,3.22,,0.4410;0.1446,0.5282;0.3220,True,0.00,0.3593;-0.3371,True,True,True,beaker,15.9,,59.89,10.4,20.8,60.1
2026-09-12T04:39:27,28,transfer,fr5_ag95,True,59.37,143,True,3.87,,0.5276;0.2198,0.5123;0.3146,True,0.00,0.3596;-0.3413,True,True,True,beaker,12.9,,59.65,26.0,18.9,70.0
2026-09-12T04:41:53,29,transfer,fr5_ag95,True,60.93,565,True,4.68,,0.4794;0.1628,0.4576;0.3605,True,0.00,0.3630;-0.3517,True,True,True,beaker,13.1,,38.88,20.5,43.6,113.6
