timestamp,seed,task,robot_cfg,plan_success,planning_time_s,num_satisfying,execute_success,max_transport_tilt_deg,failure_reason,beaker_xy,flask_xy,poured,final_tilt_deg,final_xy,placed_upright,placed_in_goal,task_success,target_obj,goal_err_mm,aux_check,pour_peak_tilt_deg,pour_lip_err_mm,pour_start_lip_err_mm,pour_lip_height_mm
2026-09-12T08:40:20,13,transfer,fr5_ag95,True,51.63,300,True,8.16,,0.5014;0.1250,0.5323;0.3103,True,0.00,0.3580;-0.3349,True,True,True,beaker,17.1,,36.37,15.5,41.3,159.6
2026-09-12T08:43:44,14,transfer,fr5_ag95,True,52.35,361,True,6.75,,0.5162;0.1964,0.4911;0.3563,True,0.00,0.3651;-0.3311,True,True,True,beaker,24.2,,63.99,34.3,14.1,57.4
2026-09-12T08:46:42,15,transfer,fr5_ag95,True,52.69,359,True,1.46,,0.5119;0.1593,0.5314;0.3598,True,0.00,0.3396;-0.3368,True,True,True,beaker,16.8,,58.66,17.0,30.0,90.5
2026-09-12T08:49:38,16,transfer,fr5_ag95,True,54.20,394,True,1.61,,0.5275;0.2102,0.5030;0.3775,True,0.00,0.3354;-0.3383,True,True,True,beaker,18.7,,59.99,3.6,9.5,55.5
2026-09-12T08:52:38,17,transfer,fr5_ag95,False,,,False,,set_tamp_env_failed,0.4828;0.1859,0.4354;0.3071,False,,,False,False,False,,,,,,,
2026-09-12T08:54:03,18,transfer,fr5_ag95,True,56.52,538,True,3.49,,0.5044;0.1824,0.4461;0.3130,True,0.00,0.3473;-0.3376,True,True,True,beaker,12.6,,56.56,24.8,60.6,78.4
2026-09-12T08:57:15,19,transfer,fr5_ag95,True,55.41,377,True,8.53,,0.5181;0.1786,0.5255;0.3745,True,0.00,0.3429;-0.3595,True,True,True,beaker,11.9,,43.87,23.9,55.7,148.9
2026-09-12T09:00:17,20,transfer,fr5_ag95,True,53.73,181,True,2.38,,0.4499;0.2234,0.4787;0.3457,True,0.00,0.3522;-0.3365,True,True,True,beaker,13.6,,46.56,13.2,30.0,160.1
2026-09-12T09:03:24,21,transfer,fr5_ag95,True,60.57,597,True,3.40,,0.4823;0.1360,0.5014;0.3014,True,0.00,0.3626;-0.3382,True,True,True,beaker,17.3,,56.95,10.5,44.9,84.8
2026-09-12T09:06:26,22,transfer,fr5_ag95,True,52.44,329,True,3.34,,0.5251;0.2084,0.4894;0.3424,True,0.00,0.3564;-0.3590,True,True,True,beaker,11.0,,54.37,17.9,23.6,159.2
2026-09-12T09:09:33,23,transfer,fr5_ag95,True,51.57,574,True,1.65,,0.4602;0.1466,0.4809;0.3232,True,0.00,0.3331;-0.3334,True,True,True,beaker,23.7,,60.32,16.7,7.2,55.9
2026-09-12T09:12:33,24,transfer,fr5_ag95,True,57.26,527,True,2.72,,0.5274;0.1334,0.5159;0.3529,True,0.00,0.3536;-0.3689,True,True,True,beaker,19.2,,59.14,9.8,15.1,84.2
2026-09-12T09:15:36,25,transfer,fr5_ag95,True,117.46,473,True,7.60,,0.5391;0.2034,0.4564;0.3583,True,0.00,0.3674;-0.3387,True,True,True,beaker,20.8,,64.18,7.5,20.5,56.7
2026-09-12T09:19:46,26,transfer,fr5_ag95,True,51.77,369,True,31.88,"task_incomplete:beaker_not_upright(90.0deg)+beaker_outside_goal(0.249,-0.248)",0.5034;0.1417,0.4514;0.3323,True,90.00,0.2490;-0.2478,False,False,False,beaker,143.7,,56.24,15.1,40.3,88.0
2026-09-12T09:22:43,27,transfer,fr5_ag95,True,62.70,498,True,4.91,,0.4410;0.1446,0.5282;0.3220,True,0.00,0.3395;-0.3403,True,True,True,beaker,14.3,,49.10,11.1,40.0,116.0
2026-09-12T09:25:49,28,transfer,fr5_ag95,True,51.81,139,True,3.22,,0.5276;0.2198,0.5123;0.3146,True,0.00,0.3640;-0.3465,True,True,True,beaker,14.5,,58.62,19.9,41.8,76.6
2026-09-12T09:28:58,29,transfer,fr5_ag95,False,163.81,0,False,,plan_no_satisfying,0.4794;0.1628,0.4576;0.3605,False,,,False,False,False,,,,,,,
